PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
AZUAY,CUENCA,ABRIL,JUEVES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,SÁBADO,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,DOMINGO,12:00 A 12:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,3,0,3
GUAYAS,GUAYAQUIL,ABRIL,LUNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,ABRIL,VIERNES,12:00 A 12:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,MARTES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,ABRIL,SÁBADO,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,ABRIL,MARTES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,DOMINGO,12:00 A 12:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,5,0,5
CHIMBORAZO,RIOBAMBA,ABRIL,LUNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
COTOPAXI,SALCEDO,ABRIL,DOMINGO,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
MORONA SANTIAGO,MORONA,ABRIL,SÁBADO,12:00 A 12:59,PÉRDIDA DE PISTA,FACTORES CLIMÁTICOS,RURAL,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ABRIL,SÁBADO,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
CAÑAR,CAÑAR,ABRIL,MARTES,12:00 A 12:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
CHIMBORAZO,RIOBAMBA,ABRIL,VIERNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
EL ORO,MACHALA,ABRIL,MIÉRCOLES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,PLAYAS,ABRIL,SÁBADO,12:00 A 12:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,YAGUACHI,ABRIL,JUEVES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,JUEVES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,VIERNES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,LUNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ABRIL,DOMINGO,12:00 A 12:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
GUAYAS,YAGUACHI,MAYO,DOMINGO,12:00 A 12:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,2,0,2
SANTA ELENA,LA LIBERTAD,MAYO,MARTES,12:00 A 12:59,ROZAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,MAYO,MIÉRCOLES,12:00 A 12:59,CHOQUES,MAL ESTADO DE LA VÍA,RURAL,0,0,0
LOS RÍOS,PUEBLOVIEJO,MAYO,JUEVES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,ISIDRO AYORA,MAYO,VIERNES,12:00 A 12:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,SAMBORONDÓN,MAYO,JUEVES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
CHIMBORAZO,RIOBAMBA,MAYO,LUNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
BOLÍVAR,GUARANDA,MAYO,MIÉRCOLES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
MANABÍ,MANTA,MAYO,VIERNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,MAYO,DOMINGO,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
GUAYAS,GUAYAQUIL,MAYO,DOMINGO,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,MAYO,DOMINGO,12:00 A 12:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,MIÉRCOLES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,SÁBADO,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,MAYO,VIERNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,DOMINGO,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
ESMERALDAS,ELOY ALFARO,JUNIO,MARTES,12:00 A 12:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,5,0,5
CHIMBORAZO,RIOBAMBA,JUNIO,LUNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
ESMERALDAS,ESMERALDAS,JUNIO,VIERNES,12:00 A 12:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,RUMIÑAHUI,JUNIO,SÁBADO,12:00 A 12:59,PÉRDIDA DE PISTA,DAÑOS MECÁNICOS,URBANA,0,0,0
GUAYAS,YAGUACHI,JUNIO,VIERNES,12:00 A 12:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,7,0,7
EL ORO,EL GUABO,JUNIO,LUNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
SANTA ELENA,LA LIBERTAD,JUNIO,MARTES,12:00 A 12:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,DURÁN,JUNIO,JUEVES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,VIERNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,DOMINGO,12:00 A 12:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,JUEVES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,SÁBADO,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,MIÉRCOLES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,MARTES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,SÁBADO,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
CHIMBORAZO,RIOBAMBA,JULIO,SÁBADO,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
SUCUMBÍOS,LAGO AGRIO,JULIO,DOMINGO,12:00 A 12:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,2,0,2
MANABÍ,MANTA,JULIO,SÁBADO,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JULIO,LUNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,JULIO,MIÉRCOLES,12:00 A 12:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JULIO,DOMINGO,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,3,0,3
GUAYAS,GUAYAQUIL,JULIO,JUEVES,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,JUEVES,12:00 A 12:59,ATROPELLOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,VIERNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,SÁBADO,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,SÁBADO,12:00 A 12:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,MARTES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
MORONA SANTIAGO,SANTIAGO,AGOSTO,JUEVES,12:00 A 12:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
CAÑAR,SUSCAL,AGOSTO,VIERNES,12:00 A 12:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,3,0,3
EL ORO,MACHALA,AGOSTO,SÁBADO,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
TUNGURAHUA,AMBATO,AGOSTO,MIÉRCOLES,12:00 A 12:59,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,MILAGRO,AGOSTO,LUNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
LOS RÍOS,BABAHOYO,AGOSTO,LUNES,12:00 A 12:59,ROZAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,1,2
GUAYAS,BALAO,AGOSTO,MIÉRCOLES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
MANABÍ,CHONE,AGOSTO,SÁBADO,12:00 A 12:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,LUNES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,LUNES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,MIÉRCOLES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,AGOSTO,LUNES,12:00 A 12:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,AGOSTO,MIÉRCOLES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,AGOSTO,MIÉRCOLES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
MANABÍ,MANTA,AGOSTO,VIERNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
AZUAY,SANTA ISABEL,SEPTIEMBRE,DOMINGO,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,EL EMPALME,SEPTIEMBRE,DOMINGO,12:00 A 12:59,OTROS,OTRAS CAUSAS,RURAL,0,0,0
GUAYAS,MILAGRO,SEPTIEMBRE,MARTES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
LOJA,LOJA,SEPTIEMBRE,JUEVES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
MANABÍ,MANTA,SEPTIEMBRE,JUEVES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
MANABÍ,MANTA,SEPTIEMBRE,MIÉRCOLES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,PEDRO MONCAYO,SEPTIEMBRE,JUEVES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
PICHINCHA,MEJIA,SEPTIEMBRE,JUEVES,12:00 A 12:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
ESMERALDAS,ESMERALDAS,SEPTIEMBRE,VIERNES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,VIERNES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,12:00 A 12:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MIÉRCOLES,12:00 A 12:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MARTES,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,12:00 A 12:59,ATROPELLOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,OCTUBRE,LUNES,12:00 A 12:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,EL EMPALME,OCTUBRE,VIERNES,12:00 A 12:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,NARANJITO,OCTUBRE,MARTES,12:00 A 12:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
AZUAY,CUENCA,OCTUBRE,DOMINGO,12:00 A 12:59,ROZAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
GUAYAS,EL EMPALME,OCTUBRE,DOMINGO,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,DAULE,OCTUBRE,DOMINGO,12:00 A 12:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,LUNES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,LUNES,12:00 A 12:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,VIERNES,12:00 A 12:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,JUEVES,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,12:00 A 12:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,SÁBADO,12:00 A 12:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
